Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","562.98047","Escherichia coli 4ab40810-7bb9-11e9-a8d3-68b59976a384","fig|562.98047.peg.248",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.97761","Escherichia coli d3a5fb02-7bb8-11e9-a8d3-68b59976a384","fig|562.97761.peg.1023",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99051","Escherichia coli c5e5095e-7bb8-11e9-a8d3-68b59976a384","fig|562.99051.peg.2099",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97784","Escherichia coli 0c2e2ca6-7bb9-11e9-a8d3-68b59976a384","fig|562.97784.peg.409",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.98425","Escherichia coli 37f460bc-7bb9-11e9-a8d3-68b59976a384","fig|562.98425.peg.327",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.100622","Escherichia coli c83613d8-7bb8-11e9-a8d3-68b59976a384","fig|562.100622.peg.233",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97258","Escherichia coli VREC1412","fig|562.97258.peg.186",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.56870","Escherichia coli strain 83-16","fig|562.56870.peg.3839","PU64_23025",,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.96868","Escherichia coli VREC0993","fig|562.96868.peg.759",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.22541","Escherichia coli O25:H4 strain ECO0116","fig|562.22541.peg.131",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57311","Escherichia coli strain 24742_1#258","fig|562.57311.peg.934",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.98376","Escherichia coli b7842c32-7bb8-11e9-a8d3-68b59976a384","fig|562.98376.peg.113",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57375","Escherichia coli strain PB370","fig|562.57375.peg.1152",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.58719","Escherichia coli strain 14062104","fig|562.58719.peg.543",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.98208","Escherichia coli b3a3bba0-7bb8-11e9-a8d3-68b59976a384","fig|562.98208.peg.324",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100500","Escherichia coli b8db592e-7bb9-11e9-a8d3-68b59976a384","fig|562.100500.peg.958",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.23848","Escherichia coli O16:H5 strain ECO1444","fig|562.23848.peg.541",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.98734","Escherichia coli afcab182-7bb8-11e9-a8d3-68b59976a384","fig|562.98734.peg.1445",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97316","Escherichia coli VREC1443","fig|562.97316.peg.2175",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.42818","Escherichia coli strain M8","fig|562.42818.peg.2359",,,"NP_461214.1","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,96,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.96877","Escherichia coli VREC0998","fig|562.96877.peg.452",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100406","Escherichia coli 918d1106-7bb8-11e9-a8d3-68b59976a384","fig|562.100406.peg.854",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.100112","Escherichia coli eb9abfe0-7bb8-11e9-a8d3-68b59976a384","fig|562.100112.peg.124",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100148","Escherichia coli fa963fec-7bb8-11e9-a8d3-68b59976a384","fig|562.100148.peg.1901",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99508","Escherichia coli cf0345e6-7bb8-11e9-a8d3-68b59976a384","fig|562.99508.peg.217",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99628","Escherichia coli 8db9a4a8-7bb9-11e9-a8d3-68b59976a384","fig|562.99628.peg.168",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.98879","Escherichia coli 186c3a94-7bb9-11e9-a8d3-68b59976a384","fig|562.98879.peg.1429",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97938","Escherichia coli 7f1b8e76-7bb8-11e9-a8d3-68b59976a384","fig|562.97938.peg.745",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.23692","Escherichia coli O75:H5 strain ECO1376","fig|562.23692.peg.122",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"K-mer Search","Antibiotic Resistance","PATRIC","562.98160","Escherichia coli 862af85e-7bb9-11e9-a8d3-68b59976a384","fig|562.98160.peg.215",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.99879","Escherichia coli eaaa85a2-7bb8-11e9-a8d3-68b59976a384","fig|562.99879.peg.1135",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100734","Escherichia coli a4a7b7be-7bb8-11e9-a8d3-68b59976a384","fig|562.100734.peg.4076",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100206","Escherichia coli e1b29e02-7bb9-11e9-a8d3-68b59976a384","fig|562.100206.peg.2475",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.98480","Escherichia coli 130205ca-7bb9-11e9-a8d3-68b59976a384","fig|562.98480.peg.72",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.96481","Escherichia coli VREC0673","fig|562.96481.peg.3562",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99494","Escherichia coli ab2668aa-7bb9-11e9-a8d3-68b59976a384","fig|562.99494.peg.1617",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.99515","Escherichia coli cd375914-7bb8-11e9-a8d3-68b59976a384","fig|562.99515.peg.2167",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42652","Escherichia coli strain 155","fig|562.42652.peg.1363",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.7569","Escherichia coli strain 401117_aEPEC","fig|562.7569.peg.163","ERS085422_00155",,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant;fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.98201","Escherichia coli 2f078efc-7bb9-11e9-a8d3-68b59976a384","fig|562.98201.peg.326",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.45916","Escherichia coli strain URMC_108","fig|562.45916.peg.2795","ELT32_02400",,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.57278","Escherichia coli strain 24742_1#230","fig|562.57278.peg.2601",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99991","Escherichia coli c8135fcc-7bb9-11e9-a8d3-68b59976a384","fig|562.99991.peg.244",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.98971","Escherichia coli becdeb8a-7bb9-11e9-a8d3-68b59976a384","fig|562.98971.peg.241",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.97244","Escherichia coli VRES1425","fig|562.97244.peg.335",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,,,,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.28844","Escherichia coli strain RDK40_73","fig|562.28844.peg.5087","NC86S3_350038",,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42867","Escherichia coli strain MUGSI_47","fig|562.42867.peg.380",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97062","Escherichia coli VRES1300","fig|562.97062.peg.326",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"K-mer Search","Antibiotic Resistance","PATRIC","562.98156","Escherichia coli 85488c76-7bb9-11e9-a8d3-68b59976a384","fig|562.98156.peg.250",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.42826","Escherichia coli strain MUGSI_14","fig|562.42826.peg.693",,,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.97421","Escherichia coli VREC1563","fig|562.97421.peg.464","AML01_26085",,"1545",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia coli gyrA conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.145067","Escherichia coli PT_EC0137","fig|562.145067.peg.341",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97921","Escherichia coli 54dcbecc-7bb9-11e9-a8d3-68b59976a384","fig|562.97921.peg.227",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42830","Escherichia coli strain MUGSI_154","fig|562.42830.peg.4148",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
"BLAT","Antibiotic Resistance","CARD","562.97894","Escherichia coli 9a139480-7bb8-11e9-a8d3-68b59976a384","fig|562.97894.peg.1269",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.98707","Escherichia coli 190f6b42-7bb9-11e9-a8d3-68b59976a384","fig|562.98707.peg.1123",,,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42672","Escherichia coli strain 200","fig|562.42672.peg.126",,,"WP_001281243.1",,,"DNA gyrase subunit A (EC 5.99.1.3)","Escherichia quinolone resistant GyrA",,"quinolone","quinolone",,99,100,98,
